,week_number,geography_code,functional_class,congestion_pct_x,weighted_avg_tti_x,congestion_pct_y,weighted_avg_tti_y,congestion_pct_xy_pct,weighted_avg_tti_xy_pct,Road,Name,county,county names,weeknum_Friday
128,10,ca_yuba,2,0.108854167,1.161691667,0.070353279,1.090291204,1.547250785,1.065487516,Freeway,ca_yuba Freeway,yuba,Yuba,3/1/2020
129,10,ca_yuba,3,0.0959125,1.132654167,0.08906902,1.129193634,1.076833448,1.003064605,Arterial,ca_yuba Arterial,yuba,Yuba,3/1/2020
130,11,ca_alameda,2,0.189791667,1.330966667,0.271288542,1.56924784,0.699593376,0.848155806,Freeway,ca_alameda Freeway,alameda,Alameda,3/8/2020
131,11,ca_alameda,3,0.350191667,1.402679167,0.378471721,1.454421991,0.92527829,0.964423789,Arterial,ca_alameda Arterial,alameda,Alameda,3/8/2020
132,11,ca_alpine,3,0.005970833,1.049716667,0.006346682,1.050450116,0.940780275,0.999301776,Arterial,ca_alpine Arterial,alpine,Alpine,3/8/2020
133,11,ca_amador,2,0.0234875,1.072295833,0.027373225,1.074440355,0.858046494,0.998004057,Freeway,ca_amador Freeway,amador,Amador,3/8/2020
134,11,ca_amador,3,0.00365,1.0695625,0.003678897,1.070426543,0.992145307,0.999192805,Arterial,ca_amador Arterial,amador,Amador,3/8/2020
135,11,ca_butte,2,0.007145833,1.029679167,0.008395988,1.028147415,0.851100982,1.001489817,Freeway,ca_butte Freeway,butte,Butte,3/8/2020
136,11,ca_butte,3,0.088033333,1.158291667,0.090436921,1.15761061,0.973422492,1.00058833,Arterial,ca_butte Arterial,butte,Butte,3/8/2020
137,11,ca_calaveras,2,0.012,1.039816667,0.011620756,1.034552083,1.032635039,1.005088756,Freeway,ca_calaveras Freeway,calaveras,Calaveras,3/8/2020
138,11,ca_calaveras,3,0.043445833,1.092504167,0.044132716,1.089768017,0.984435975,1.002510763,Arterial,ca_calaveras Arterial,calaveras,Calaveras,3/8/2020
139,11,ca_colusa,1,0,1.0638375,0.000250617,1.061578434,0,1.002128026,Freeway,ca_colusa Freeway,colusa,Colusa,3/8/2020
140,11,ca_colusa,2,0.010620833,1.029779167,0.005974306,1.018338966,1.777751947,1.011234177,Freeway,ca_colusa Freeway,colusa,Colusa,3/8/2020
141,11,ca_colusa,3,0.039875,1.141858333,0.035786613,1.139918364,1.114243485,1.001701849,Arterial,ca_colusa Arterial,colusa,Colusa,3/8/2020
142,11,ca_contra_costa,2,0.1606625,1.377745833,0.178168866,1.380898264,0.901742846,0.997717116,Freeway,ca_contra_costa Freeway,contra_costa,Contra Costa,3/8/2020
143,11,ca_contra_costa,3,0.191666667,1.256658333,0.194797801,1.261914815,0.983926234,0.99583452,Arterial,ca_contra_costa Arterial,contra_costa,Contra Costa,3/8/2020
144,11,ca_del_norte,2,0.006425,1.082145833,0.006797685,1.093112191,0.945174692,0.989967765,Freeway,ca_del_norte Freeway,del_norte,Del Norte,3/8/2020
145,11,ca_el_dorado,2,0.016116667,1.059245833,0.024455478,1.074925077,0.659020707,0.98541364,Freeway,ca_el_dorado Freeway,el_dorado,El Dorado,3/8/2020
146,11,ca_el_dorado,3,0.00325,1.133033333,0.000712963,1.133748573,4.558441558,0.999369138,Arterial,ca_el_dorado Arterial,el_dorado,El Dorado,3/8/2020
147,11,ca_fresno,1,0.002325,1.081029167,0.001392863,1.068436844,1.669224164,1.011785743,Freeway,ca_fresno Freeway,fresno,Fresno,3/8/2020
